company_name,category,website,phone,email,description,letter,source,source_url
OPTICAL GAGING (S) PTE LTD,"Inspection Systems, Equipment & Accessories",https://smartscope.com.sg,(65) 6741 8880,contact@smartscope.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
O S ELECTRONICS (S) PTE LTD,Electronic Components,https://oselec.jp,(65) 6746 7770,angela@ose.sanyo.co.jp,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
O'CONNOR'S SINGAPORE PTE LTD,Telecommunication Equipment & Products,https://oconnors.co,(65) 6470 2000,enquiries@oconnors.wbl.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OERLIKON BALZERS COATING SINGAPORE PTE LTD,Tools & Dies,https://oerlikon.com,(65) 6268 6227,sales.balzers.sg@oerlikon.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OKAMOTO (SINGAPORE) PTE LTD,Production Equipment,,(65) 6269 6426,osadmin@singnet.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OMNI-PLUS SYSTEM PTE LTD,Plastics - Raw Materials,https://ops-sys.com,(65) 6296 0326,sales@ops-sys.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OMRON ELECTRONICS PTE LTD,Industrial Automation Equipment,https://omron.ap.com,(65) 6835 3011,sg_sales@omron.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ONE CLICK SOLUTIONS,IT Solutions & Applications,https://oneclicksolutions.com.sg,(65) 9016 5538,sales@oneclicksolutions.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ONE SOURCE DISTRIBUTION PTE LTD,Computer Peripherals,https://onesource.com.sg,(65) 6284 4889,sales@onesource.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ONN WAH PRECISION MACHINING PTE LTD,Precision Machinery,https://onnwah.com,(65) 6542 1188,sales@onnwah.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ONN WAH TECH PTE LTD,Precision Machining,https://onnwahtech.com,(65) 6844 3868,may_tang@onnwah.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OPTO PRECISION PTE LTD,Optics,https://opto.com.sg,(65) 6565 1110,enquiries@opto.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OPULENT TECHNO PTE LTD,Printed Circuit Boards (PCBs),,(65) 6749 8188,sales@opulent-group.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OPUS IT SERVICES PTE LTD,IT Solutions - Security,https://opusit.com.sg,(65) 6427 8650,salesenquiry@opusit.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OPUS PRECISION INSTRUMENTS PTE LTD,Metrology Instruments,https://opuslabs.com,(65) 6788 0778,sales@opuslab.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ORACLE CORPORATION SINGAPORE PTE LTD,Computer Systems,https://oracle.com,(65) 6436 1000,salesinquiry_sg@oracle.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ORANGE GUM PTE LTD,Telecommunication Equipment & Products,https://orangegum.com,(65) 6396 8981,contactus@orangegum.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ORIENTAL MOTOR ASIA PACIFIC PTE LTD,Motors,https://orientalmotor.com.sg,(65) 6842 0280,sales@orientalmotor.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ORIGIN PRECISION TECHNOLOGY PTE LTD,Precision Machining,https://opt.com.sg,(65) 6747 5685,sales@opt.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
ORIX RENTEC (SINGAPORE) PTE LTD,Electronic Instruments - Rental,https://orix-rentec.com.sg,(65) 6745 4515,sales@orixrentec.com.sg,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OSACAR CITY AUDIO VISUAL PTE LTD,Audio & Video Equipment,https://osacar.com,(65) 6336 1850,john@osacar.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OSI ELECTRONICS PTE LTD,Contract Manufacturing,https://osielectronics.com,(65) 6353 9622,asia-sales@osielectronics.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OSS GLOBAL PTE LTD,Clean Room Supplies & Equipment,https://oss-tech.com,(65) 6255Â 1923,ricky@oss-tech.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
OXFORD INSTRUMENTS PTE LTD,Instrumentation Systems,https://oxford-instruments.com,(65) 6337 6848,info.plc@oxinst.com,,O,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=O
PCA TECHNOLOGY LIMITED,After-market Repair & Refurbishment,https://pcatechnology.com,(65) 6805 6808,simon_chan@pcatechnology.com.sg,"PCA Technology Limited established in 1990 as an Electronic Manufacturing Services (EMS) provider. Today, it is serving major names and OEM in: • Computer peripheral...",P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PROMINENT FLUID CONTROLS (FAR EAST) PTE LTD,Control Systems,https://prominent.com.sg,(65) 6747 4935,info-sg@prominent.com,"ProMinent Fluid Controls (FE) Pte Ltd, a subsidiary of ProMinent GmbH, is a leading global provider of chemical metering and water treatment technologies. With over...",P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
POWER-SONIC SINGAPORE PTE LTD,Batteries,https://power-sonic.com,(65) 6747 7133,pwrshih@gmail.com,Power-Sonic has been a leading force in the global battery business for over 50 years. Our Company has thrived due to our commitment to provide...,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PPT VISION (S) PTE LTD,"Inspection Systems, Equipment & Accessories",https://pptsing.com,(65) 6872 0898,kelvinng@pptsing.com,"Singapore-based company established in 1995Market and integrate machine vision for various industriesProvide and supply of vision accessoriesProvide design, fabrication and wirings for machine vision integrations",P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
P & E INNOVATION PTE LTD,Relays,,(65) 6385 8727,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
P.I.E ELECTROPLATING PTE LTD,Electroplating,,(65) 6861 5403,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
P.S.M FASTENER (SINGAPORE) PTE LTD,Fasteners,https://psminternational.com,(65) 6278 8141,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PAC COMPONENTS PTE LTD,Electronic Components,https://paccom.com.sg,(65) 6844 1660,sales@paccom.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PACIFIC SPRING MANUFACTURING,Springs & Wireforms,,(65) 6744 1851,pacific_spring@hotmail.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PACIFIC-TEC MARKETING SERVICES PTE LTD,Instrumentation Systems,,(65) 6342 1530,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PACIFIC-TEC SCIENTIFIC PTE LTD,Environmental Services & Consultancy,https://pacific-tec.sg,(65) 6342 1530,sales@pacific-tec.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PACTUMAX INTERNATIONAL PTE LTD,Plastic - Engineering,,(65) 6482 5006,sales@pactumax.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PAN DELTA CONTROLS PTE LTD,Electronic Equipment & Supplies,https://pandelta.com,(65) 6853 4245,sales@pandelta.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PAN SUN HARDWARE PTE LTD,Fasteners,https://pansun.com,(65) 6296 3180,enquiry@pansun.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PAN SYSTEMS (S) PTE LTD,Computer Systems,,(65) 6280 6356,pansys@pacific.net.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PANASONIC FACTORY SOLUTIONS ASIA PACIFIC PTE LTD,Surface Mount Technology (SMT) Equipment,,(65) 6861 6655,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PANASONIC INDUSTRIAL DEVICES SEMICONDUCTOR ASIA,Semiconductors,,(65) 6812 0202,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PANASONIC SYSTEM SOLUTIONS ASIA PACIFIC,Computer Systems,,(65) 6222 7222,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PANBLAST PTE LTD,Stencils,https://pan-abrasives.com,(65) 6586 1583,inquiries@panblast.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PANDUIT SINGAPORE PTE LTD,Networking Products,https://panduit.com,(65) 6305 7575,cs-ap@panduit.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PARADE INDUSTRIES PTE LTD,Packaging Materials,https://paradesingapore.com,(65) 6445 3388,marge13@singnet.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PARKER HANNIFIN SINGAPORE PTE LTD,Control Systems,https://parker.com,(65) 6887 6300,parkersg@parker.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PATLITE (SINGAPORE) PTE LTD,Electronic Signs,,(65) 6226 1111,sales@patlite.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PBA SYSTEMS PTE LTD,Motion Controls,https://pbasystems.com.sg,(65) 6576 6766,sales@pbasystems.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PC COMPONENTS PTE LTD,Electronic Components,https://pccomponent.com,(65) 6284 1991,sales@pccomp.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PCB GRAPHTECH PTE LTD,Printed Circuit Board Design,https://pcb-graphtech.com.sg,(65) 6261 1933,sales@pcbgt.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PCCW GLOBAL PTE LTD,Telecommunication Equipment & Products,https://pccwglobal.com,(65) 6429 3988,marketing.pccwglobal@pccw.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PCI LIMITED,Printed Circuit Board Assemblies,https://pciltd.com,(65) 6265 8181,sales@pciltd.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PEAR COMMS PTE LTD,Internet of Things (IoT),,(65) 6850 5073,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PEGIONAL BUSINESS NETWORKS PTE LTD,Inspection Systems,,(65) 6280 9650,sales@rbnpl.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PEKING RADIO SERVICE,"Connectors, Sockets & Pins",https://pekrad.com,(65) 6291 2426,sales@pekingradio.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PENNENGINEERING (SINGAPORE) PTE LTD,Fasteners,,(65) 6745 0660,singapore@pemmet.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PEPPERL + FUCHS ASIA PTE LTD,Relays,https://pepperl-fuchs.com,(65) 6779 9091,sales@sg.peperl-fuchs.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PEPPERL + FUCHS PTE LTD,Controllers,,(65) 6779 9091,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PERMENPRONIC TECHNOLOGIES PTE LTD,Rubber Products,,(65) 6846 9115,permen@singnet.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PETRACARBON PTE LTD,Jigs & Fixtures,https://syp.com.sg,(65) 6271 0800,enquiries@petracarbon.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PG COMMUNICATIONS PTE LTD,Telecommunication Equipment & Products,,(65) 6223 9888,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PGS PRECISION PTE LTD,Precision Tools,,(65) 6567 3876,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PHC CORPORATION SINGAPORE PTE LTD,Disk Drives,,(65) 6262 1111,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PHILIPS ELECTRONICS SINGAPORE PTE LTD (DOMESTIC APPLIANCES & PERSONAL,Household Appliances,,(65) 6882 3000,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PHOENIX MECANO S.E.ASIA PTE LTD,Electronic Enclosures - Rack & Console,,(65) 6749 1611,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PHOTONITECH (ASIA) PTE LTD,"Inspection Systems, Equipment & Accessories",,(65) 6570 3386,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PHOTRONICS SINGAPORE PTE LTD,Photo Masks,https://photronics.com,(65) 6542 7727,,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PI (PHYSIK INSTRUMENTE) SINGAPORE LLP,Motion Controls,https://www-pi-singapore.sg,(65) 6659 8400,info-seasia@pi.ws?,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PIAGET CHEMICALS & MANUFACTURING PTE LTD,Chemicals - Electronic,https://piagetchem.com.sg,(65) 6261 1380,info@piagetchem.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PIASIM CORPORATION PTE LTD,Fibre Optics,https://piasim.com,(65) 6382 2633,sales@piasim.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PICO ELECTRONICS (S) PTE LTD,Electronic Materials,https://picodenshi.com,(65) 6274 3303,singapore@picodenshi.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PIONEER ELECTRONICS ASIACENTRE PTE LTD,Consumer Electronics,https://pioneer.com.sg,(65) 6378 7888,enquiry@pioneer.com.sg,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PK INDUSTRIAL SUPPLY PTE LTD,Precision Tools,https://pksupply.sg,(65) 6449 3088,pkis@pksupply.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
PLANT & MILL SUPPLIES PTE LTD,Robotics & Automation Equipment,https://pmsupplies.com,(65) 6542 4211,sales@pmsupplies.com,,P,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=P
Q'SON PRECISION ENGINEERING PTE LTD,Clean Room Services,,(65) 6475 9008,,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QES (SINGAPORE) PTE LTD,Electronic Instruments - Measuring,https://qesnet.com,(65) 6271 0608,cylee@qesnet.com,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QIOPTIQ SINGAPORE PTE LTD,Optics,https://qioptiq.com,(65) 6499 7766,customer.service@sg.qioptiq.com,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QOOL LABS PTE LTD,Multimedia Production,https://qoollabs.com,(65) 6473 9898,sales@qoollabs.com,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QPL PTE LTD,Integrated Circuit Leadframes,,(65) 6223 3878,billyqpl@mbox5.singnete.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QT INSTRUMENTS (S) PTE LTD,Testing & Measuring Instruments,https://biomediaholdings.com,(65) 6303 9833,sales@qtinstruments.com,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QTEST TECHNOLOGIES PTE LTD,Semiconductor Testing Equipment,https://qtest-tech.com,(65) 6383 2221,sales@qtest-tech.com,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUADREP MARKETING (S) PTE LTD,Semiconductors,https://quadrep.com,(65) 6346 1933,sales@quadrep.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUALCOMM CDMA TECHNOLOGIES ASIA-PACIFIC PTE LTD,Communication Equipment & Parts,https://qualcomm.com,(65) 6403 0900,jlong@qualcomm.com,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUALITEK PRECISION TOOLING (S) PTE LTD,Plastic Injection Moulding,,(65) 6743 5356,,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUALITOOLS PRECISION ENGINEERING PTE LTD,Precision Machining,https://qualitools.com.sg,(65) 6487 6348,sales@qualitools.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUANTEL PTE LTD,Testing & Measuring Instruments,https://quantel.com.sg,(65) 6745 3200,sales@quantel.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUANTIQ INTERNATIONAL PTE LTD,IT Solutions - Security,,(65) 6812 0666,,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUASI-S PTE LTD,Semiconductor Equipment,https://quasi-s.com.sg,(65) 6383 4386,contact@quasi-s.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUEST ELECTRONICS PTE LTD,Capacitors - Aluminium Electrolytic,https://quest.com.sg,(65) 6844 3939,info@quest.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUEST TECHNOLOGY (S) PTE LTD,Clean Rooms - Installation & Equipment,https://quest-tech.com.sg,(65) 6748 4310,quest@quest-tech.com.sg,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
QUIKSOL INT'L COMPONENTS PTE LTD,Electronic Components,,(65) 6382 2808,,,Q,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=Q
RORZE TECHNOLOGY SINGAPORE PTE LTD,Semiconductor Equipment,https://rorze.com.tw,(65) 6702 7993,chewwaiweng@rorze.com.sg,"Ayumi - Fluxless reflow system for wafer bumping Mizoue debug scope Bare wafer stocker ALP Control device (motor driver, controller) Atmospheric wafer handler robot Vacuum...",R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
REDDOT PRODUCTION PTE LTD,Adhesives & Encapsulants,https://reddotprod.com.sg,(65) 6280 9632,info@reddotprod.com.sg,Adhesives & glueGlobalBond® structural adhesive• Epoxy adhesive  – UL94V0 compliance  – Chemical resistance  – High temperature resistance up to 1’000°C  – Thermal conductive  – One...,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROKKO HOLDINGS LTD,Semiconductors,https://rokkogroup.com,(65) 6749 5885,sales@rokko.com.sg,We are a precision engineering group principally engaged in the business of providing automated equipment and precision engineering services to customers in the semiconductor and...,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROSTI IMS SDN BHD,Contract Manufacturing,https://rosti.com,(65) 60 197232322,myssjy@rosti.com,"Rosti Asia provides plastic injection moulding services and solutions for all markets including business machines, medical and life sciences, packaging, consumer and professional appliances, home...",R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
R K INSTRUMENTS (S) PTE LTD,Gas Detection Systems,https://rkinstruments.com.sg,(65) 6275 3398,rk@rkinstruments.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RADIANT OPTRONICS PTE LTD,Optics,https://stockeryale.com.sg,(65) 6288 5252,www.stockeryale.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RAPTECH PTE LTD,Computer Systems,https://raptech.com.sg,(65) 9099 5040,enquiry@raptech.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RAYCODE TECHNOLOGIES PTE LTD,Barcode Equipment & Systems,https://raycodetech.com.sg,(65) 9388 0734,kenhui@raycodetech.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
