company_name,address,postal_code,tel,fax,email,website,description,source_url
Oh Guan Hing Sesame Oil Factory Pte Ltd,9 Chin Bee CrescentSingapore 619894,619894,+65 6265 7008,+65 6265 5088,info@sesameoil.com.sg,http://www.sesameoil.com.sg/,"Oh Guan Hing is the oldest manufacturer and exporter of pure black sesame oil and pure fragrant sesame oil in Singapore. We are in the business of producing and selling sesame oil for more than a century. At Oh Guan Hing, we use only sesame seeds that have been thoroughly inspected to product the best possible outcome. The seeds are carefully roasted at an optimal temperature before being pressed, resulting in sesame oil that is pure, rich and fragrant. Oh Guan Hing produces Sunlight Brand and R",https://www.sfma.org.sg/member/info.php?cid=oh-guan-hing-sesame-oil-factory-pte-ltd
Oishi Manufacturing Pte Ltd,8A Admiralty Street #05-34/35/36 FoodXchange @ AdmiraltySingapore 757437,757437,+65 9180 2081,-,sales@oishi.com.sg,https://www.oishi.com.sg/,"Established in 2003, Oishi Manufacturing Pte Ltd (“Oishi”) has quickly gained its reputation as Singapore’s leading manufacturer and direct wholesaler supplier of ice cream, gelato, sorbet, powdered premixes, frozen lava cakes and associated products and equipments. Oishi’s growth and success is fuelled by its quality and range of products, commitment to research and development, reliable service and competitive pricing. Our products are available locally in Singapore and we export international",https://www.sfma.org.sg/member/info.php?cid=oishi-manufacturing-pte-ltd
OJJ Foods Pte Ltd,15 Wan Lee RoadSingapore 627945,627945,+65 6261 6685,+65 6285 3325,jobina.loh@ojjfoods.com.sg,http://www.ojjfoods.com.sg/,"OJJ Foods is one of the largest processors and distributors of chilled and frozen pork in Singapore. It supplies pork in bulk and consumer-friendly packs to major supermarkets under their house brands, established brand name restaurant chains as well as hawkers & wet market stalls. OJJ Foods does not compromise on its quality and is particularly diligent about maintaining the highest hygiene standards in its production facilities. Its ability to control food safety hazards in the work processes ",https://www.sfma.org.sg/member/info.php?cid=ojj-foods-pte-ltd
Old Chang Kee Ltd,2 Woodlands TerraceSingapore 738427,738427,+65 6303 2400,+65 6303 2415,contact@oldchangkee.com,http://www.oldchangkee.com/,"Our mission is to deliver superior quality hot finger food and ready meals at a value-for money price positioning; in a clean, and customer friendly retail environment.",https://www.sfma.org.sg/member/info.php?cid=old-chang-kee-ltd
Orient Design Pte Ltd,69 Ubi Road 1 #08-27 Oxley BizhubSingapore 408731,408731,+65 6702 5112,-,info@orientdesign.com.sg,https://www.orientbranding.com/,"Orient Design is a cross-disciplinary Brand and Packaging design consulting agency. Having our roots in Asia, we understand the traditions, customs and values of this diverse and dynamic continent. We get our hands dirty to source in-depth information of each of these unique markets in the region to facilitate our client's marketing objectives. Weaving up the threads of asian culture to bring out a tapestry of creative solution. www.orientdesign.com.sg www.orientbranding.com",https://www.sfma.org.sg/member/info.php?cid=orient-design-pte-ltd
Orient Foods Pte Ltd,140 Paya Lebar Road #05-15 AZ@Paya LebarSingapore 409015,409015,+65 6746 6698,+65 6746 6621,jonathan@orientfoods.com,https://www.orientfoods.com/,"Orient Foods is an exporting company specializing in noodles, sauces and canned products. The core competencies of the company focus on presenting authentic Asian foods using innovative methods developed with business partners in Korea, China and Thailand.",https://www.sfma.org.sg/member/info.php?cid=orient-foods-pte-ltd
Outram Park Food Pipe (Singapore) Pte Ltd,8 Burn Road #07-12 TrivexSingapore 369977,369977,+65 6525 5833,-,foodpipe@gmail.com,-,"Outram Park Singapore Bak Kuet Teh Spices uses pure formula and GMP standard of aseptic processing and packaging workshop, using the best raw materials. We also use the essence of vegetables and fruits instead of the traditional MSG, so that each package of Bak Kuet Teh is pure and delicious to allow catering companies and busy families to prepare star-rated dishes in the shortest possible time. The quality of the Outram Park Singapore Bak Kuet Teh Soup has been awarded the 'Healthier Choice' la",https://www.sfma.org.sg/member/info.php?cid=outram-park-food-pipe-singapore-pte-ltd
Pacific Packaging (Far East) Pte Ltd,6 Loyang Drive Loyang Industrieal EstateSingapore 508937,508937,+65 6545 1595,+65 6545 1596,pacific@pacific-jickson.com,http://www.pacific-jickson.com/,"Established in 1970, Pacific Packaging (F.E.) Pte Ltd is the leading manufacturer, converter and distributor of Cling Film and Aluminium Foil to the food services, hospitality and retail industry in Asia Pacific. Our wide range of high quality packaging, household and disposable products under the LACY'S brand also includes Baking Paper, Greaseproof Paper, Zip Bags, Vinyl Gloves, Latex Gloves, High Density Plastic Gloves, Aluminium Trays, Plastic Cutlery, Food Warmers and many other products tha",https://www.sfma.org.sg/member/info.php?cid=pacific-packaging-far-east-pte-ltd
Panda Goods Pte Ltd,Blk 132 Rivervale Street #11-810Singapore 540132,540132,+65 9099 1999,-,apriltan@pandagoods.asia,https://www.skinship.com.sg/,Organic Food,https://www.sfma.org.sg/member/info.php?cid=panda-goods-pte-ltd
Par International Holdings Pte Ltd,52 International RoadSingapore 619626,619626,+65 6268 0112 / +65 6268 0796,+65 6265 2768,parspore@singnet.com.sg,-,,https://www.sfma.org.sg/member/info.php?cid=par-international-holdings-pte-ltd
Parc Global Pte Ltd,60 Paya Lebar Road #12-55 Paya Lebar SquareSingapore 409051,409051,+65 6243 8022,-,enquire@parcglobal.sg,https://www.parcglobal.sg/,"Headquartered in Singapore, Parc Global Pte Ltd is an international commodity brokerage firm specialising in FMCG - Agricultural & Consumer goods. Established in 2006, the organisation is gradually widening its presence. Our fundamental blocks have been formed on the pillars of honesty and integrity. These have enabled us to successfully establish professional as well as personal relationships with organisations and individuals across the globe who share the same beliefs. We engage with a global",https://www.sfma.org.sg/member/info.php?cid=parc-global-pte-ltd
Peng Kee Noodles Manufacturer Pte Ltd,1 Yong Siak StreetSingapore 168641,168641,+65 6223 1754 / +65 6776 4168,+65 6221 4790,yksam.pengkeenoodles@gmail.com,-,"Manufacturer of macaroni, noodles, vermicelli and other related products.",https://www.sfma.org.sg/member/info.php?cid=peng-kee-noodles-manufacturer-pte-ltd
People Bee Hoon Factory Pte Ltd,10 Chin Bee DriveSingapore 619861,619861,+65 6267 5758,+65 6267 5869,admin@peoplebeehoon.com.sg,http://www.peoplebeehoon.com.sg/,Chilli Brand products has always been known for its soft and smooth texture. Its tangy quality has also makes it a choice brand for easy cooking as it will not break easily when fried. Chilli Brand Rice Vermicelli is widely trusted and valued by both experienced and novice chef.,https://www.sfma.org.sg/member/info.php?cid=people-bee-hoon-factory-pte-ltd
Pestbusters Pte Ltd,22 New Industrial Road #02-03 PrimaxSingapore 536208,536208,+65 3163 4415,-,pestbust@singnet.com.sg,http://www.pestbusters.com.sg/,"PestBusters was incorporated in 1991. Spurred by a vision to set the standard for the pest control industry. PestBusters embarked on a mission to secure the Hospitality Industry with hotels and restaurants as its market niche. Today, PestBusters is proud to declare that it has clinched its position as the market leader in the industry. Having committed itself to professional pest management, PestBusters has grown and delivered its promise to 5-star hotels, F&B establishments, healthcare faciliti",https://www.sfma.org.sg/member/info.php?cid=pestbusters-pte-ltd
Phoon Huat Pte Ltd,231A Pandan LoopSingapore 128419,128419,+65 6289 8989,+65 6288 8619,customerservice@phoonhuat.com,http://www.phoonhuat.com/,"Founded in 1947 and headquartered in Singapore, Phoon Huat is a leading manufacturer of quality bakery ingredients, tools and services for the retail and foodservice markets as well as artisan and industrial bakeries. We connect ingredients and expertise to help ensure the only limits to what a baker can achieve are their imagination. Underpinned by our global network of strategic supplier partners, we ensure the availability of specialized ingredients and distribute known global trusted brands ",https://www.sfma.org.sg/member/info.php?cid=phoon-huat-pte-ltd
Pin Si Kitchen Pte Ltd,19 Woodlands LinkSingapore 738728,738728,+65 6758 8177,+65 6759 8177,sales@pinsi.com.sg,https://www.pinsi.com.sg/,"Established in 2008, Pin Si Kitchen is a homegrown F&B company built on a simple belief - 'Providing top-quality Chinese delicacies to all at affordable prices'. Pin Si (品食), which literally means to 'savour the food' in Chinese, summarises our aspiration for everyone to enjoy the fare we serve up. Founded by Mr. Oh Cheng San BBM (L), an industry veteran who was also the former chairman of a renowned F&B company, Pin Si has grown from strength to strength. From an initial lone F&B establishment ",https://www.sfma.org.sg/member/info.php?cid=pin-si-kitchen-pte-ltd
Point to Point Exports Pte Ltd,865 Mountbatten Road #06-05 Katong Shopping CenterSingapore 437844,437844,+65 6635 5688,+65 6635 5699,sales@point2pointexports.com,http://www.point2pointexports.com/,Wholesale trading of a variety of food and beverage products.,https://www.sfma.org.sg/member/info.php?cid=point-to-point-exports-pte-ltd
Polar Puffs & Cakes Pte Ltd,28 Riverside Road #07-01Singapore 739085,739085,+65 6269 5877,+65 6269 0779,salesenquiry@polarpuffs.com.sg,http://www.polarpuffs-cakes.com/,"From one café back in 1926, Polar Puffs & Cakes has come a long way. This homegrown brand has more than 30 outlets in Singapore today. Polar's two manufacturing facilities, both HACCP accredited and Halal certified, produces more than 8 million fresh and frozen pastries yearly.",https://www.sfma.org.sg/member/info.php?cid=polar-puffs-n-cakes-pte-ltd
PomeFresh Organic Pte Ltd,10 Ubi Crescent #04-39 Ubi Techpark Lobby CSingapore 408564,408564,+65 8800 1119,-,care@pomefresh.com,http://www.pomefresh.com/,"PomeFresh manufactures and distributes a variety of good foods that make a healthier diet easy and affordable. We work with nutritionists, chefs across the world, especially in Singapore and Germany, to formulate our products based on natural and organic ingredients",https://www.sfma.org.sg/member/info.php?cid=pomefresh-organic-pte-ltd
Pondok Abang,15 Jalan Tepong #06-08 Jurong Food HubSingapore 619336,619336,+65 6265 8300,+65 6265 8002,sales@pondokabang.com,http://www.pondokabang.com/,"Pondok Abang is the leading Muslim-owned halal food manufacturer in Singapore. We pride ourselves in delivering high-quality food products with 100% halal assurance and certified international standards. Our products range from raw meat and poultry, to processed ready-to-eat dishes which are distributed to hundreds of clients island-wide.",https://www.sfma.org.sg/member/info.php?cid=pondok-abang
Pracbiz Pte Ltd,1003 Bukit Merah Central #04-31Singapore 159836,159836,+65 6817 2937,-,sales@pracbiz.com,https://www.pracbiz.com,PracBiz owns and operates a Digital Transaction Management Platform that enables greater efficiency by digitalizing trading communication.,https://www.sfma.org.sg/member/info.php?cid=pracbiz-pte-ltd
Prima Limited,201 Keppel Road Level 5 Office BlockSingapore 099419,099419,+65 6277 7752,+65 6277 6881,sales.flourmills@prima.com.sg,http://www.primaflour.com/,"First established in 1961 as one of Asia's pioneer flour millers, Prima Limited has grown over the years to become an international industrial group with a strong and respected name in the food industry. From our flourmills in Singapore, Sri Lanka and the People's Republic of China, we have built an international reputation for top quality wheat flour, bakery premixes, improvers, wheat bran and pollard. Stringent quality control is the hallmark of Prima Limited, as evidenced by our achievement o",https://www.sfma.org.sg/member/info.php?cid=prima-limited
